#RefName	Pos	Coverage
EOG090R00YO|Chlaenius_sericeus	1188	32
EOG090R00YO|Chlaenius_sericeus	1189	32
EOG090R00YO|Chlaenius_sericeus	1190	32
EOG090R00YO|Chlaenius_sericeus	1191	32
EOG090R00YO|Chlaenius_sericeus	1192	32
EOG090R00YO|Chlaenius_sericeus	1193	31
EOG090R00YO|Chlaenius_sericeus	1194	31
EOG090R00YO|Chlaenius_sericeus	1195	31
EOG090R00YO|Chlaenius_sericeus	1196	31
EOG090R00YO|Chlaenius_sericeus	1197	30
EOG090R00YO|Chlaenius_sericeus	1198	29
EOG090R00YO|Chlaenius_sericeus	1199	29
EOG090R00YO|Chlaenius_sericeus	1200	28
EOG090R00YO|Chlaenius_sericeus	1201	28
EOG090R00YO|Chlaenius_sericeus	1202	28
EOG090R00YO|Chlaenius_sericeus	1203	28
EOG090R00YO|Chlaenius_sericeus	1204	28
EOG090R00YO|Chlaenius_sericeus	1205	28
EOG090R00YO|Chlaenius_sericeus	1206	28
EOG090R00YO|Chlaenius_sericeus	1207	28
EOG090R00YO|Chlaenius_sericeus	1208	28
EOG090R00YO|Chlaenius_sericeus	1209	28
EOG090R00YO|Chlaenius_sericeus	1210	28
EOG090R00YO|Chlaenius_sericeus	1211	27
EOG090R00YO|Chlaenius_sericeus	1212	26
EOG090R00YO|Chlaenius_sericeus	1213	26
EOG090R00YO|Chlaenius_sericeus	1214	25
EOG090R00YO|Chlaenius_sericeus	1215	25
EOG090R00YO|Chlaenius_sericeus	1216	25
EOG090R00YO|Chlaenius_sericeus	1217	25
EOG090R00YO|Chlaenius_sericeus	1218	24
EOG090R00YO|Chlaenius_sericeus	1219	24
EOG090R00YO|Chlaenius_sericeus	1220	24
EOG090R00YO|Chlaenius_sericeus	1221	24
EOG090R00YO|Chlaenius_sericeus	1222	24
EOG090R00YO|Chlaenius_sericeus	1223	24
EOG090R00YO|Chlaenius_sericeus	1224	23
EOG090R00YO|Chlaenius_sericeus	1225	23
EOG090R00YO|Chlaenius_sericeus	1226	23
EOG090R00YO|Chlaenius_sericeus	1227	21
EOG090R00YO|Chlaenius_sericeus	1228	21
EOG090R00YO|Chlaenius_sericeus	1229	21
EOG090R00YO|Chlaenius_sericeus	1230	21
EOG090R00YO|Chlaenius_sericeus	1231	21
EOG090R00YO|Chlaenius_sericeus	1232	20
EOG090R00YO|Chlaenius_sericeus	1233	19
EOG090R00YO|Chlaenius_sericeus	1234	18
EOG090R00YO|Chlaenius_sericeus	1235	18
EOG090R00YO|Chlaenius_sericeus	1236	18
EOG090R00YO|Chlaenius_sericeus	1237	18
EOG090R00YO|Chlaenius_sericeus	1238	18
EOG090R00YO|Chlaenius_sericeus	1239	18
EOG090R00YO|Chlaenius_sericeus	1240	18
EOG090R00YO|Chlaenius_sericeus	1241	16
EOG090R00YO|Chlaenius_sericeus	1242	16
EOG090R00YO|Chlaenius_sericeus	1243	15
EOG090R00YO|Chlaenius_sericeus	1244	13
EOG090R00YO|Chlaenius_sericeus	1245	13
EOG090R00YO|Chlaenius_sericeus	1246	12
EOG090R00YO|Chlaenius_sericeus	1247	12
EOG090R00YO|Chlaenius_sericeus	1248	12
EOG090R00YO|Chlaenius_sericeus	1249	12
EOG090R00YO|Chlaenius_sericeus	1250	12
EOG090R00YO|Chlaenius_sericeus	1251	12
EOG090R00YO|Chlaenius_sericeus	1252	12
EOG090R00YO|Chlaenius_sericeus	1253	12
EOG090R00YO|Chlaenius_sericeus	1254	10
EOG090R00YO|Chlaenius_sericeus	1255	10
EOG090R00YO|Chlaenius_sericeus	1256	10
EOG090R01B3|Chlaenius_sericeus	0	10
EOG090R01B3|Chlaenius_sericeus	1	10
EOG090R01B3|Chlaenius_sericeus	2	10
EOG090R01B3|Chlaenius_sericeus	3	10
EOG090R01B3|Chlaenius_sericeus	4	10
EOG090R01B3|Chlaenius_sericeus	5	10
EOG090R01B3|Chlaenius_sericeus	6	10
EOG090R01B3|Chlaenius_sericeus	7	10
EOG090R01B3|Chlaenius_sericeus	8	10
EOG090R01B3|Chlaenius_sericeus	9	10
EOG090R01B3|Chlaenius_sericeus	10	10
EOG090R01B3|Chlaenius_sericeus	11	10
EOG090R01B3|Chlaenius_sericeus	12	10
EOG090R01B3|Chlaenius_sericeus	13	10
EOG090R01B3|Chlaenius_sericeus	14	10
EOG090R01B3|Chlaenius_sericeus	15	10
EOG090R01B3|Chlaenius_sericeus	16	11
EOG090R01B3|Chlaenius_sericeus	17	11
EOG090R01B3|Chlaenius_sericeus	18	13
EOG090R01B3|Chlaenius_sericeus	19	13
EOG090R01B3|Chlaenius_sericeus	20	13
EOG090R01B3|Chlaenius_sericeus	21	13
EOG090R01B3|Chlaenius_sericeus	22	13
EOG090R01B3|Chlaenius_sericeus	23	13
EOG090R01B3|Chlaenius_sericeus	24	13
EOG090R01B3|Chlaenius_sericeus	25	13
EOG090R01B3|Chlaenius_sericeus	26	13
EOG090R01B3|Chlaenius_sericeus	27	13
EOG090R01B3|Chlaenius_sericeus	28	13
EOG090R01B3|Chlaenius_sericeus	29	13
EOG090R01B3|Chlaenius_sericeus	30	13
EOG090R01B3|Chlaenius_sericeus	31	16
EOG090R01B3|Chlaenius_sericeus	32	16
EOG090R01B3|Chlaenius_sericeus	33	17
EOG090R01B3|Chlaenius_sericeus	34	18
EOG090R01B3|Chlaenius_sericeus	35	18
EOG090R01B3|Chlaenius_sericeus	36	18
EOG090R01B3|Chlaenius_sericeus	37	18
EOG090R01B3|Chlaenius_sericeus	38	18
EOG090R01B3|Chlaenius_sericeus	39	18
EOG090R01B3|Chlaenius_sericeus	40	23
EOG090R01B3|Chlaenius_sericeus	41	23
EOG090R01B3|Chlaenius_sericeus	42	23
EOG090R01B3|Chlaenius_sericeus	43	24
EOG090R01B3|Chlaenius_sericeus	44	27
EOG090R01B3|Chlaenius_sericeus	45	27
EOG090R01B3|Chlaenius_sericeus	46	27
EOG090R01B3|Chlaenius_sericeus	47	27
EOG090R01B3|Chlaenius_sericeus	48	30
EOG090R01B3|Chlaenius_sericeus	49	30
EOG090R01B3|Chlaenius_sericeus	50	30
EOG090R01B3|Chlaenius_sericeus	51	30
EOG090R01B3|Chlaenius_sericeus	52	30
EOG090R01B3|Chlaenius_sericeus	53	30
EOG090R01B3|Chlaenius_sericeus	54	30
EOG090R01B3|Chlaenius_sericeus	55	30
EOG090R01B3|Chlaenius_sericeus	56	30
EOG090R01B3|Chlaenius_sericeus	57	30
EOG090R01B3|Chlaenius_sericeus	58	30
EOG090R01B3|Chlaenius_sericeus	59	33
EOG090R01B3|Chlaenius_sericeus	60	33
EOG090R01B3|Chlaenius_sericeus	61	33
EOG090R01B3|Chlaenius_sericeus	62	33
EOG090R01B3|Chlaenius_sericeus	63	33
EOG090R01B3|Chlaenius_sericeus	64	34
EOG090R01B3|Chlaenius_sericeus	65	34
EOG090R01B3|Chlaenius_sericeus	66	34
EOG090R01B3|Chlaenius_sericeus	67	35
EOG090R01B3|Chlaenius_sericeus	68	35
EOG090R01B3|Chlaenius_sericeus	69	35
EOG090R01B3|Chlaenius_sericeus	70	37
EOG090R01B3|Chlaenius_sericeus	71	37
EOG090R01B3|Chlaenius_sericeus	72	37
EOG090R01B3|Chlaenius_sericeus	73	39
EOG090R01B3|Chlaenius_sericeus	74	39
EOG090R01B3|Chlaenius_sericeus	75	39
EOG090R01B3|Chlaenius_sericeus	76	39
EOG090R01B3|Chlaenius_sericeus	77	39
EOG090R01B3|Chlaenius_sericeus	78	39
EOG090R01B3|Chlaenius_sericeus	79	39
EOG090R01B3|Chlaenius_sericeus	80	40
EOG090R01B3|Chlaenius_sericeus	81	40
EOG090R01B3|Chlaenius_sericeus	82	40
EOG090R01B3|Chlaenius_sericeus	83	41
EOG090R01B3|Chlaenius_sericeus	84	41
EOG090R01B3|Chlaenius_sericeus	85	41
EOG090R01B3|Chlaenius_sericeus	86	41
EOG090R01B3|Chlaenius_sericeus	87	41
EOG090R01B3|Chlaenius_sericeus	88	41
EOG090R01B3|Chlaenius_sericeus	89	41
EOG090R01B3|Chlaenius_sericeus	90	41
EOG090R01B3|Chlaenius_sericeus	91	41
EOG090R01B3|Chlaenius_sericeus	92	41
EOG090R01B3|Chlaenius_sericeus	93	41
EOG090R01B3|Chlaenius_sericeus	94	41
EOG090R01B3|Chlaenius_sericeus	95	42
EOG090R01B3|Chlaenius_sericeus	96	43
EOG090R01B3|Chlaenius_sericeus	97	43
EOG090R01B3|Chlaenius_sericeus	98	43
EOG090R01B3|Chlaenius_sericeus	99	43
EOG090R01B3|Chlaenius_sericeus	100	43
EOG090R01B3|Chlaenius_sericeus	101	43
EOG090R01B3|Chlaenius_sericeus	102	44
EOG090R01B3|Chlaenius_sericeus	103	44
EOG090R01B3|Chlaenius_sericeus	104	44
EOG090R01B3|Chlaenius_sericeus	105	44
EOG090R01B3|Chlaenius_sericeus	106	44
EOG090R01B3|Chlaenius_sericeus	107	44
EOG090R01B3|Chlaenius_sericeus	108	44
EOG090R01B3|Chlaenius_sericeus	109	44
EOG090R01B3|Chlaenius_sericeus	110	44
EOG090R01B3|Chlaenius_sericeus	111	44
EOG090R01B3|Chlaenius_sericeus	112	44
EOG090R01B3|Chlaenius_sericeus	113	44
EOG090R01B3|Chlaenius_sericeus	114	44
EOG090R01B3|Chlaenius_sericeus	115	44
EOG090R01B3|Chlaenius_sericeus	116	46
EOG090R01B3|Chlaenius_sericeus	117	46
EOG090R01B3|Chlaenius_sericeus	118	45
EOG090R01B3|Chlaenius_sericeus	119	46
EOG090R01B3|Chlaenius_sericeus	120	44
EOG090R01B3|Chlaenius_sericeus	121	44
EOG090R01B3|Chlaenius_sericeus	122	44
EOG090R01B3|Chlaenius_sericeus	123	45
EOG090R01B3|Chlaenius_sericeus	124	44
EOG090R01B3|Chlaenius_sericeus	125	44
EOG090R01B3|Chlaenius_sericeus	126	44
EOG090R01B3|Chlaenius_sericeus	127	43
EOG090R01B3|Chlaenius_sericeus	128	43
EOG090R01B3|Chlaenius_sericeus	129	43
EOG090R01B3|Chlaenius_sericeus	130	43
EOG090R01B3|Chlaenius_sericeus	131	43
EOG090R01B3|Chlaenius_sericeus	132	43
EOG090R01B3|Chlaenius_sericeus	133	43
EOG090R01B3|Chlaenius_sericeus	134	40
EOG090R01B3|Chlaenius_sericeus	135	40
EOG090R01B3|Chlaenius_sericeus	136	40
EOG090R01B3|Chlaenius_sericeus	137	40
EOG090R01B3|Chlaenius_sericeus	138	39
EOG090R01B3|Chlaenius_sericeus	139	39
EOG090R01B3|Chlaenius_sericeus	140	39
EOG090R01B3|Chlaenius_sericeus	141	38
EOG090R01B3|Chlaenius_sericeus	142	38
EOG090R01B3|Chlaenius_sericeus	143	41
EOG090R01B3|Chlaenius_sericeus	144	41
EOG090R01B3|Chlaenius_sericeus	145	41
EOG090R01B3|Chlaenius_sericeus	146	40
EOG090R01B3|Chlaenius_sericeus	147	40
EOG090R01B3|Chlaenius_sericeus	148	40
EOG090R01B3|Chlaenius_sericeus	149	40
EOG090R01B3|Chlaenius_sericeus	150	40
EOG090R01B3|Chlaenius_sericeus	151	41
EOG090R01B3|Chlaenius_sericeus	152	41
EOG090R01B3|Chlaenius_sericeus	153	41
EOG090R01B3|Chlaenius_sericeus	154	41
EOG090R01B3|Chlaenius_sericeus	155	41
EOG090R01B3|Chlaenius_sericeus	156	41
EOG090R01B3|Chlaenius_sericeus	157	41
EOG090R01B3|Chlaenius_sericeus	158	42
EOG090R01B3|Chlaenius_sericeus	159	41
EOG090R01B3|Chlaenius_sericeus	160	40
EOG090R01B3|Chlaenius_sericeus	161	40
EOG090R01B3|Chlaenius_sericeus	162	40
EOG090R01B3|Chlaenius_sericeus	163	40
EOG090R01B3|Chlaenius_sericeus	164	41
EOG090R01B3|Chlaenius_sericeus	165	42
EOG090R01B3|Chlaenius_sericeus	166	42
EOG090R01B3|Chlaenius_sericeus	167	41
EOG090R01B3|Chlaenius_sericeus	168	40
EOG090R01B3|Chlaenius_sericeus	169	38
EOG090R01B3|Chlaenius_sericeus	170	39
EOG090R01B3|Chlaenius_sericeus	171	39
EOG090R01B3|Chlaenius_sericeus	172	39
EOG090R01B3|Chlaenius_sericeus	173	40
EOG090R01B3|Chlaenius_sericeus	174	40
EOG090R01B3|Chlaenius_sericeus	175	41
EOG090R01B3|Chlaenius_sericeus	176	41
EOG090R01B3|Chlaenius_sericeus	177	40
EOG090R01B3|Chlaenius_sericeus	178	40
EOG090R01B3|Chlaenius_sericeus	179	40
EOG090R01B3|Chlaenius_sericeus	180	40
EOG090R01B3|Chlaenius_sericeus	181	40
EOG090R01B3|Chlaenius_sericeus	182	37
EOG090R01B3|Chlaenius_sericeus	183	37
EOG090R01B3|Chlaenius_sericeus	184	36
EOG090R01B3|Chlaenius_sericeus	185	37
EOG090R01B3|Chlaenius_sericeus	186	36
EOG090R01B3|Chlaenius_sericeus	187	36
EOG090R01B3|Chlaenius_sericeus	188	36
EOG090R01B3|Chlaenius_sericeus	189	37
EOG090R01B3|Chlaenius_sericeus	190	37
EOG090R01B3|Chlaenius_sericeus	191	35
EOG090R01B3|Chlaenius_sericeus	192	36
EOG090R01B3|Chlaenius_sericeus	193	36
EOG090R01B3|Chlaenius_sericeus	194	36
EOG090R01B3|Chlaenius_sericeus	195	37
EOG090R01B3|Chlaenius_sericeus	196	37
EOG090R01B3|Chlaenius_sericeus	197	37
EOG090R01B3|Chlaenius_sericeus	198	37
EOG090R01B3|Chlaenius_sericeus	199	34
EOG090R01B3|Chlaenius_sericeus	200	34
EOG090R01B3|Chlaenius_sericeus	201	34
EOG090R01B3|Chlaenius_sericeus	202	35
EOG090R01B3|Chlaenius_sericeus	203	35
EOG090R01B3|Chlaenius_sericeus	204	36
EOG090R01B3|Chlaenius_sericeus	205	36
EOG090R01B3|Chlaenius_sericeus	206	36
EOG090R01B3|Chlaenius_sericeus	207	36
EOG090R01B3|Chlaenius_sericeus	208	36
EOG090R01B3|Chlaenius_sericeus	209	36
EOG090R01B3|Chlaenius_sericeus	210	33
EOG090R01B3|Chlaenius_sericeus	211	33
EOG090R01B3|Chlaenius_sericeus	212	33
EOG090R01B3|Chlaenius_sericeus	213	35
EOG090R01B3|Chlaenius_sericeus	214	35
EOG090R01B3|Chlaenius_sericeus	215	34
EOG090R01B3|Chlaenius_sericeus	216	34
EOG090R01B3|Chlaenius_sericeus	217	34
EOG090R01B3|Chlaenius_sericeus	218	34
EOG090R01B3|Chlaenius_sericeus	219	36
EOG090R01B3|Chlaenius_sericeus	220	36
EOG090R01B3|Chlaenius_sericeus	221	34
EOG090R01B3|Chlaenius_sericeus	222	36
EOG090R01B3|Chlaenius_sericeus	223	39
EOG090R01B3|Chlaenius_sericeus	224	37
EOG090R01B3|Chlaenius_sericeus	225	37
EOG090R01B3|Chlaenius_sericeus	226	37
EOG090R01B3|Chlaenius_sericeus	227	37
EOG090R01B3|Chlaenius_sericeus	228	37
EOG090R01B3|Chlaenius_sericeus	229	36
EOG090R01B3|Chlaenius_sericeus	230	36
EOG090R01B3|Chlaenius_sericeus	231	36
EOG090R01B3|Chlaenius_sericeus	232	36
EOG090R01B3|Chlaenius_sericeus	233	37
EOG090R01B3|Chlaenius_sericeus	234	36
EOG090R01B3|Chlaenius_sericeus	235	36
EOG090R01B3|Chlaenius_sericeus	236	36
EOG090R01B3|Chlaenius_sericeus	237	37
EOG090R01B3|Chlaenius_sericeus	238	37
EOG090R01B3|Chlaenius_sericeus	239	38
EOG090R01B3|Chlaenius_sericeus	240	38
EOG090R01B3|Chlaenius_sericeus	241	39
EOG090R01B3|Chlaenius_sericeus	242	39
EOG090R01B3|Chlaenius_sericeus	243	39
EOG090R01B3|Chlaenius_sericeus	244	40
EOG090R01B3|Chlaenius_sericeus	245	43
EOG090R01B3|Chlaenius_sericeus	246	42
EOG090R01B3|Chlaenius_sericeus	247	41
EOG090R01B3|Chlaenius_sericeus	248	41
EOG090R01B3|Chlaenius_sericeus	249	42
EOG090R01B3|Chlaenius_sericeus	250	42
EOG090R01B3|Chlaenius_sericeus	251	42
EOG090R01B3|Chlaenius_sericeus	252	42
EOG090R01B3|Chlaenius_sericeus	253	41
EOG090R01B3|Chlaenius_sericeus	254	42
EOG090R01B3|Chlaenius_sericeus	255	43
EOG090R01B3|Chlaenius_sericeus	256	43
EOG090R01B3|Chlaenius_sericeus	257	45
EOG090R01B3|Chlaenius_sericeus	258	48
EOG090R01B3|Chlaenius_sericeus	259	48
EOG090R01B3|Chlaenius_sericeus	260	48
EOG090R01B3|Chlaenius_sericeus	261	48
EOG090R01B3|Chlaenius_sericeus	262	48
EOG090R01B3|Chlaenius_sericeus	263	48
EOG090R01B3|Chlaenius_sericeus	264	48
EOG090R01B3|Chlaenius_sericeus	265	48
EOG090R01B3|Chlaenius_sericeus	266	51
EOG090R01B3|Chlaenius_sericeus	267	48
EOG090R01B3|Chlaenius_sericeus	268	48
EOG090R01B3|Chlaenius_sericeus	269	48
EOG090R01B3|Chlaenius_sericeus	270	46
EOG090R01B3|Chlaenius_sericeus	271	46
EOG090R01B3|Chlaenius_sericeus	272	45
EOG090R01B3|Chlaenius_sericeus	273	44
EOG090R01B3|Chlaenius_sericeus	274	43
EOG090R01B3|Chlaenius_sericeus	275	43
EOG090R01B3|Chlaenius_sericeus	276	43
EOG090R01B3|Chlaenius_sericeus	277	43
EOG090R01B3|Chlaenius_sericeus	278	43
EOG090R01B3|Chlaenius_sericeus	279	43
EOG090R01B3|Chlaenius_sericeus	280	44
EOG090R01B3|Chlaenius_sericeus	281	44
EOG090R01B3|Chlaenius_sericeus	282	43
EOG090R01B3|Chlaenius_sericeus	283	43
EOG090R01B3|Chlaenius_sericeus	284	43
EOG090R01B3|Chlaenius_sericeus	285	44
EOG090R01B3|Chlaenius_sericeus	286	43
EOG090R01B3|Chlaenius_sericeus	287	44
EOG090R01B3|Chlaenius_sericeus	288	44
EOG090R01B3|Chlaenius_sericeus	289	43
EOG090R01B3|Chlaenius_sericeus	290	43
EOG090R01B3|Chlaenius_sericeus	291	43
EOG090R01B3|Chlaenius_sericeus	292	42
EOG090R01B3|Chlaenius_sericeus	293	42
EOG090R01B3|Chlaenius_sericeus	294	42
EOG090R01B3|Chlaenius_sericeus	295	42
EOG090R01B3|Chlaenius_sericeus	296	42
EOG090R01B3|Chlaenius_sericeus	297	42
EOG090R01B3|Chlaenius_sericeus	298	41
EOG090R01B3|Chlaenius_sericeus	299	40
EOG090R01B3|Chlaenius_sericeus	300	37
EOG090R01B3|Chlaenius_sericeus	301	38
EOG090R01B3|Chlaenius_sericeus	302	38
EOG090R01B3|Chlaenius_sericeus	303	38
EOG090R01B3|Chlaenius_sericeus	304	37
EOG090R01B3|Chlaenius_sericeus	305	37
EOG090R01B3|Chlaenius_sericeus	306	37
EOG090R01B3|Chlaenius_sericeus	307	37
EOG090R01B3|Chlaenius_sericeus	308	37
EOG090R01B3|Chlaenius_sericeus	309	37
EOG090R01B3|Chlaenius_sericeus	310	35
EOG090R01B3|Chlaenius_sericeus	311	35
EOG090R01B3|Chlaenius_sericeus	312	35
EOG090R01B3|Chlaenius_sericeus	313	35
EOG090R01B3|Chlaenius_sericeus	314	35
EOG090R01B3|Chlaenius_sericeus	315	34
EOG090R01B3|Chlaenius_sericeus	316	32
EOG090R01B3|Chlaenius_sericeus	317	32
EOG090R01B3|Chlaenius_sericeus	318	32
EOG090R01B3|Chlaenius_sericeus	319	30
EOG090R01B3|Chlaenius_sericeus	320	29
EOG090R01B3|Chlaenius_sericeus	321	29
EOG090R01B3|Chlaenius_sericeus	322	30
EOG090R01B3|Chlaenius_sericeus	323	30
EOG090R01B3|Chlaenius_sericeus	324	30
EOG090R01B3|Chlaenius_sericeus	325	30
EOG090R01B3|Chlaenius_sericeus	326	30
EOG090R01B3|Chlaenius_sericeus	327	30
EOG090R01B3|Chlaenius_sericeus	328	30
EOG090R01B3|Chlaenius_sericeus	329	30
EOG090R01B3|Chlaenius_sericeus	330	29
EOG090R01B3|Chlaenius_sericeus	331	28
EOG090R01B3|Chlaenius_sericeus	332	28
EOG090R01B3|Chlaenius_sericeus	333	28
EOG090R01B3|Chlaenius_sericeus	334	27
EOG090R01B3|Chlaenius_sericeus	335	27
EOG090R01B3|Chlaenius_sericeus	336	27
EOG090R01B3|Chlaenius_sericeus	337	28
EOG090R01B3|Chlaenius_sericeus	338	28
EOG090R01B3|Chlaenius_sericeus	339	34
EOG090R01B3|Chlaenius_sericeus	340	34
EOG090R01B3|Chlaenius_sericeus	341	33
EOG090R01B3|Chlaenius_sericeus	342	33
EOG090R01B3|Chlaenius_sericeus	343	33
EOG090R01B3|Chlaenius_sericeus	344	33
EOG090R01B3|Chlaenius_sericeus	345	33
EOG090R01B3|Chlaenius_sericeus	346	32
EOG090R01B3|Chlaenius_sericeus	347	32
EOG090R01B3|Chlaenius_sericeus	348	32
EOG090R01B3|Chlaenius_sericeus	349	34
EOG090R01B3|Chlaenius_sericeus	350	34
EOG090R01B3|Chlaenius_sericeus	351	35
EOG090R01B3|Chlaenius_sericeus	352	36
EOG090R01B3|Chlaenius_sericeus	353	36
EOG090R01B3|Chlaenius_sericeus	354	36
EOG090R01B3|Chlaenius_sericeus	355	36
EOG090R01B3|Chlaenius_sericeus	356	37
EOG090R01B3|Chlaenius_sericeus	357	37
EOG090R01B3|Chlaenius_sericeus	358	37
EOG090R01B3|Chlaenius_sericeus	359	37
EOG090R01B3|Chlaenius_sericeus	360	37
EOG090R01B3|Chlaenius_sericeus	361	34
EOG090R01B3|Chlaenius_sericeus	362	34
EOG090R01B3|Chlaenius_sericeus	363	34
EOG090R01B3|Chlaenius_sericeus	364	34
EOG090R01B3|Chlaenius_sericeus	365	34
EOG090R01B3|Chlaenius_sericeus	366	34
EOG090R01B3|Chlaenius_sericeus	367	34
EOG090R01B3|Chlaenius_sericeus	368	37
EOG090R01B3|Chlaenius_sericeus	369	40
EOG090R01B3|Chlaenius_sericeus	370	40
EOG090R01B3|Chlaenius_sericeus	371	41
EOG090R01B3|Chlaenius_sericeus	372	41
EOG090R01B3|Chlaenius_sericeus	373	41
EOG090R01B3|Chlaenius_sericeus	374	41
EOG090R01B3|Chlaenius_sericeus	375	41
EOG090R01B3|Chlaenius_sericeus	376	41
EOG090R01B3|Chlaenius_sericeus	377	41
EOG090R01B3|Chlaenius_sericeus	378	39
EOG090R01B3|Chlaenius_sericeus	379	39
EOG090R01B3|Chlaenius_sericeus	380	39
EOG090R01B3|Chlaenius_sericeus	381	38
EOG090R01B3|Chlaenius_sericeus	382	38
EOG090R01B3|Chlaenius_sericeus	383	37
EOG090R01B3|Chlaenius_sericeus	384	37
EOG090R01B3|Chlaenius_sericeus	385	37
EOG090R01B3|Chlaenius_sericeus	386	37
EOG090R01B3|Chlaenius_sericeus	387	37
EOG090R01B3|Chlaenius_sericeus	388	39
EOG090R01B3|Chlaenius_sericeus	389	39
EOG090R01B3|Chlaenius_sericeus	390	39
EOG090R01B3|Chlaenius_sericeus	391	39
EOG090R01B3|Chlaenius_sericeus	392	40
EOG090R01B3|Chlaenius_sericeus	393	42
EOG090R01B3|Chlaenius_sericeus	394	42
EOG090R01B3|Chlaenius_sericeus	395	42
EOG090R01B3|Chlaenius_sericeus	396	41
EOG090R01B3|Chlaenius_sericeus	397	41
EOG090R01B3|Chlaenius_sericeus	398	41
EOG090R01B3|Chlaenius_sericeus	399	43
EOG090R01B3|Chlaenius_sericeus	400	45
EOG090R01B3|Chlaenius_sericeus	401	45
EOG090R01B3|Chlaenius_sericeus	402	45
EOG090R01B3|Chlaenius_sericeus	403	45
EOG090R01B3|Chlaenius_sericeus	404	45
EOG090R01B3|Chlaenius_sericeus	405	45
EOG090R01B3|Chlaenius_sericeus	406	47
EOG090R01B3|Chlaenius_sericeus	407	47
EOG090R01B3|Chlaenius_sericeus	408	45
EOG090R01B3|Chlaenius_sericeus	409	42
EOG090R01B3|Chlaenius_sericeus	410	42
EOG090R01B3|Chlaenius_sericeus	411	42
EOG090R01B3|Chlaenius_sericeus	412	42
EOG090R01B3|Chlaenius_sericeus	413	42
EOG090R01B3|Chlaenius_sericeus	414	43
EOG090R01B3|Chlaenius_sericeus	415	43
EOG090R01B3|Chlaenius_sericeus	416	44
EOG090R01B3|Chlaenius_sericeus	417	44
EOG090R01B3|Chlaenius_sericeus	418	44
EOG090R01B3|Chlaenius_sericeus	419	46
EOG090R01B3|Chlaenius_sericeus	420	46
EOG090R01B3|Chlaenius_sericeus	421	47
EOG090R01B3|Chlaenius_sericeus	422	48
EOG090R01B3|Chlaenius_sericeus	423	50
EOG090R01B3|Chlaenius_sericeus	424	52
EOG090R01B3|Chlaenius_sericeus	425	52
EOG090R01B3|Chlaenius_sericeus	426	52
EOG090R01B3|Chlaenius_sericeus	427	52
EOG090R01B3|Chlaenius_sericeus	428	53
EOG090R01B3|Chlaenius_sericeus	429	53
EOG090R01B3|Chlaenius_sericeus	430	54
EOG090R01B3|Chlaenius_sericeus	431	54
EOG090R01B3|Chlaenius_sericeus	432	54
EOG090R01B3|Chlaenius_sericeus	433	54
EOG090R01B3|Chlaenius_sericeus	434	54
EOG090R01B3|Chlaenius_sericeus	435	54
EOG090R01B3|Chlaenius_sericeus	436	55
EOG090R01B3|Chlaenius_sericeus	437	55
EOG090R01B3|Chlaenius_sericeus	438	55
EOG090R01B3|Chlaenius_sericeus	439	55
EOG090R01B3|Chlaenius_sericeus	440	56
EOG090R01B3|Chlaenius_sericeus	441	56
EOG090R01B3|Chlaenius_sericeus	442	57
EOG090R01B3|Chlaenius_sericeus	443	57
EOG090R01B3|Chlaenius_sericeus	444	57
EOG090R01B3|Chlaenius_sericeus	445	55
EOG090R01B3|Chlaenius_sericeus	446	55
EOG090R01B3|Chlaenius_sericeus	447	55
EOG090R01B3|Chlaenius_sericeus	448	55
EOG090R01B3|Chlaenius_sericeus	449	55
EOG090R01B3|Chlaenius_sericeus	450	55
EOG090R01B3|Chlaenius_sericeus	451	55
EOG090R01B3|Chlaenius_sericeus	452	52
EOG090R01B3|Chlaenius_sericeus	453	52
EOG090R01B3|Chlaenius_sericeus	454	52
EOG090R01B3|Chlaenius_sericeus	455	52
EOG090R01B3|Chlaenius_sericeus	456	52
EOG090R01B3|Chlaenius_sericeus	457	52
EOG090R01B3|Chlaenius_sericeus	458	52
EOG090R01B3|Chlaenius_sericeus	459	52
EOG090R01B3|Chlaenius_sericeus	460	52
EOG090R01B3|Chlaenius_sericeus	461	54
EOG090R01B3|Chlaenius_sericeus	462	54
EOG090R01B3|Chlaenius_sericeus	463	54
EOG090R01B3|Chlaenius_sericeus	464	54
EOG090R01B3|Chlaenius_sericeus	465	53
EOG090R01B3|Chlaenius_sericeus	466	53
EOG090R01B3|Chlaenius_sericeus	467	54
EOG090R01B3|Chlaenius_sericeus	468	54
EOG090R01B3|Chlaenius_sericeus	469	52
EOG090R01B3|Chlaenius_sericeus	470	52
EOG090R01B3|Chlaenius_sericeus	471	51
EOG090R01B3|Chlaenius_sericeus	472	52
EOG090R01B3|Chlaenius_sericeus	473	52
EOG090R01B3|Chlaenius_sericeus	474	52
EOG090R01B3|Chlaenius_sericeus	475	52
EOG090R01B3|Chlaenius_sericeus	476	52
EOG090R01B3|Chlaenius_sericeus	477	52
EOG090R01B3|Chlaenius_sericeus	478	53
EOG090R01B3|Chlaenius_sericeus	479	55
EOG090R01B3|Chlaenius_sericeus	480	57
EOG090R01B3|Chlaenius_sericeus	481	58
EOG090R01B3|Chlaenius_sericeus	482	58
EOG090R01B3|Chlaenius_sericeus	483	58
EOG090R01B3|Chlaenius_sericeus	484	58
EOG090R01B3|Chlaenius_sericeus	485	60
EOG090R01B3|Chlaenius_sericeus	486	60
